sample_number,test_number,name,entry,units,status
106797,506797,Content,93.45,%,I
106798,506798,Potency,91.75,%,A
106799,506799,Content,96.23,%,A
106800,506800,Potency,94.08,%,I
106801,506801,Content,90.57,%,I
106802,506802,,91.4,%,I
106803,506803,Content,97.52,%,I
106804,506804,Content,99.56,%,I
106805,506805,Content,91.27,%,A
106806,506806,Content,92.35,%,A
106807,506807,Content,94.9,%,A
106808,506808,,92.48,%,A
106809,506809,Potency,97.38,%,I
106810,506810,Content,,%,I
106811,506811,,93.68,%,A
106812,506812,,93.31,%,A
106813,506813,,92.62,%,I
106814,506814,Potency,98.02,%,I
106815,506815,Content,90.43,%,I
106816,506816,Potency,99.36,%,A
106817,506817,Potency,97.93,%,I
106818,506818,,90.67,%,A
106819,506819,,91.45,%,A
106820,506820,Potency,99.21,%,I
106821,506821,,93.37,%,A
106822,506822,Content,90.74,%,I
106823,506823,Content,98.99,%,I
106824,506824,,93.42,%,A
106825,506825,Content,,%,A
106826,506826,Potency,,%,A
106827,506827,,96.02,%,I
106828,506828,Content,99.15,%,I
106829,506829,Potency,99.92,%,I
106830,506830,Content,99.64,%,A
106831,506831,Potency,95.07,%,A
106832,506832,Content,92.29,%,A
106833,506833,Potency,96.68,%,A
106834,506834,Potency,93.41,%,I
106835,506835,Potency,96.59,%,A
106836,506836,,95.38,%,A
106837,506837,Content,95.15,%,I
106838,506838,,94.75,%,I
106839,506839,,97.95,%,A
106840,506840,Potency,97.96,%,A
106841,506841,Potency,97.1,%,I
106842,506842,,97.96,%,I
106843,506843,Potency,96.3,%,A
106844,506844,Potency,94.83,%,A
106845,506845,Potency,98.14,%,I
106846,506846,Content,97.54,%,A
106847,506847,Potency,98.3,%,I
106848,506848,Potency,93.49,%,I
106849,506849,,99.57,%,I
106850,506850,,96.73,%,A
106851,506851,Potency,94.24,%,I
106852,506852,Content,97.47,%,I
106853,506853,,98.38,%,A
106854,506854,,95.22,%,A
106855,506855,,90.83,%,I
106856,506856,Content,,%,A
106857,506857,Content,98.4,%,A
106858,506858,Content,100.0,%,A
106859,506859,,95.65,%,A
106860,506860,,96.23,%,A
106861,506861,,94.55,%,I
106862,506862,,91.85,%,I
106863,506863,,96.86,%,I
106864,506864,Potency,93.0,%,I
106865,506865,Content,98.79,%,I
106866,506866,Content,98.46,%,I
106867,506867,Potency,95.29,%,I
106868,506868,Potency,97.34,%,I
106869,506869,,92.09,%,I
106870,506870,Content,97.71,%,I
106871,506871,Potency,99.68,%,I
106872,506872,Potency,99.42,%,A
106873,506873,Potency,96.74,%,A
106874,506874,Potency,99.76,%,A
106875,506875,Potency,91.78,%,I
106876,506876,Potency,95.53,%,I
106877,506877,Potency,95.35,%,I
106878,506878,Potency,91.46,%,I
106879,506879,Content,92.59,%,I
106880,506880,,98.31,%,A
106881,506881,,90.24,%,I
106882,506882,Content,91.63,%,A
106883,506883,,90.39,%,A
106884,506884,,94.53,%,A
106885,506885,,99.68,%,A
106886,506886,Potency,97.18,%,I
106887,506887,Potency,93.27,%,I
106888,506888,,95.69,%,A
106889,506889,,93.41,%,I
106890,506890,Potency,98.63,%,A
106891,506891,,93.68,%,A
106892,506892,Content,98.86,%,I
106893,506893,Potency,95.21,%,A
106894,506894,Potency,90.01,%,A
106895,506895,,90.41,%,I
106896,506896,Potency,94.21,%,A
106897,506897,,91.74,%,A
106898,506898,Content,95.16,%,I
106899,506899,Content,93.41,%,I
106900,506900,Content,92.21,%,A
106901,506901,Content,91.75,%,A
106902,506902,,97.18,%,A
106903,506903,,96.98,%,A
106904,506904,,97.85,%,I
106905,506905,,98.52,%,A
106906,506906,,90.51,%,A
106907,506907,,90.97,%,A
106908,506908,Potency,93.96,%,A
106909,506909,Content,95.07,%,I
106910,506910,,91.01,%,A
106911,506911,Potency,94.84,%,A
106912,506912,,94.15,%,I
106913,506913,,98.35,%,I
106914,506914,Content,90.64,%,I
106915,506915,Content,93.75,%,I
106916,506916,Potency,98.36,%,I
106917,506917,Potency,,%,I
106918,506918,,98.44,%,I
106919,506919,Content,98.64,%,I
106920,506920,,94.98,%,A
106921,506921,Potency,92.78,%,I
106922,506922,Potency,94.73,%,A
106923,506923,,90.25,%,A
106924,506924,Potency,99.99,%,A
106925,506925,,96.03,%,A
106926,506926,,90.8,%,I
106927,506927,Content,97.54,%,A
106928,506928,Potency,96.94,%,A
106929,506929,Content,95.89,%,I
106930,506930,Content,96.87,%,A
106931,506931,Potency,91.39,%,A
106932,506932,Content,93.74,%,I
106933,506933,Potency,,%,A
106934,506934,Content,92.19,%,A
106935,506935,,,%,A
106936,506936,Content,95.32,%,A
106937,506937,,98.48,%,I
106938,506938,,94.19,%,A
106939,506939,Content,,%,I
106940,506940,,92.37,%,A
106941,506941,Content,99.69,%,A
106942,506942,Content,97.31,%,A
106943,506943,Content,93.78,%,A
106944,506944,Content,96.59,%,A
106945,506945,,91.62,%,A
106946,506946,Content,95.95,%,A
106947,506947,Potency,92.81,%,A
106948,506948,Potency,91.99,%,I
106949,506949,Content,93.06,%,A
106950,506950,Content,95.04,%,A
106951,506951,,96.69,%,I
106952,506952,Content,96.52,%,I
106953,506953,Content,94.88,%,A
106954,506954,Potency,99.33,%,I
106955,506955,Potency,97.03,%,A
106956,506956,,96.79,%,I
106957,506957,Content,97.32,%,I
106958,506958,,97.9,%,A
106959,506959,,93.44,%,A
106960,506960,,90.68,%,I
106961,506961,,97.22,%,I
106962,506962,,97.54,%,A
106963,506963,Content,97.29,%,I
106964,506964,Potency,94.87,%,I
106965,506965,Potency,,%,I
106966,506966,Content,90.82,%,A
106967,506967,Content,92.8,%,I
106968,506968,,91.92,%,I
106969,506969,Potency,97.46,%,A
106970,506970,Content,98.64,%,A
106971,506971,,91.39,%,A
106972,506972,Potency,91.26,%,I
106973,506973,Potency,91.14,%,I
106974,506974,,91.2,%,I
106975,506975,Content,91.01,%,A
106976,506976,Potency,96.9,%,A
106977,506977,Potency,99.42,%,I
106978,506978,Potency,99.27,%,A
106979,506979,Content,94.6,%,A
106980,506980,Content,95.95,%,I
106981,506981,,91.67,%,A
106982,506982,Potency,92.73,%,I
106983,506983,,,%,A
106984,506984,Potency,98.77,%,I
106985,506985,Content,93.5,%,I
106986,506986,Potency,,%,I
106987,506987,Potency,98.05,%,A
106988,506988,Content,94.78,%,A
106989,506989,Potency,97.5,%,I
106990,506990,Potency,99.68,%,I
106991,506991,Content,93.86,%,I
106992,506992,,92.38,%,A
106993,506993,Content,93.87,%,I
106994,506994,,94.01,%,I
106995,506995,Content,96.39,%,A
106996,506996,,93.51,%,A
106997,506997,Content,90.36,%,A
106998,506998,Potency,,%,A
106999,506999,Potency,97.27,%,I
107000,507000,Content,98.96,%,I
107001,507001,Content,96.73,%,I
107002,507002,,97.78,%,A
107003,507003,Potency,90.31,%,I
107004,507004,,97.11,%,I
107005,507005,,90.49,%,I
107006,507006,,98.25,%,A
107007,507007,Potency,99.64,%,I
107008,507008,,,%,A
107009,507009,Content,96.58,%,A
107010,507010,Potency,97.97,%,I
107011,507011,Content,92.61,%,A
107012,507012,Potency,,%,A
107013,507013,Content,97.21,%,I
107014,507014,Potency,90.19,%,I
107015,507015,Content,95.15,%,I
107016,507016,Potency,97.17,%,I
107017,507017,Potency,97.36,%,A
107018,507018,Potency,91.72,%,I
107019,507019,Content,96.7,%,A
107020,507020,Potency,92.07,%,I
107021,507021,Content,97.15,%,I
107022,507022,,94.07,%,I
107023,507023,,,%,I
107024,507024,Content,90.33,%,A
107025,507025,,97.04,%,I
107026,507026,Content,96.82,%,A
107027,507027,,95.57,%,I
107028,507028,Potency,94.06,%,A
107029,507029,Potency,93.89,%,I
107030,507030,,96.37,%,I
107031,507031,Potency,93.96,%,A
107032,507032,Potency,,%,I
107033,507033,Potency,93.21,%,I
107034,507034,Content,96.42,%,I
107035,507035,Content,90.36,%,I
107036,507036,Content,95.2,%,I
107037,507037,,97.61,%,A
107038,507038,Content,96.88,%,I
107039,507039,Potency,92.85,%,A
107040,507040,,91.67,%,I
107041,507041,Potency,,%,A
107042,507042,Potency,97.01,%,A
107043,507043,,98.32,%,A
107044,507044,Content,96.35,%,A
107045,507045,Potency,90.66,%,A
107046,507046,Potency,91.82,%,I
107047,507047,Potency,92.83,%,I
107048,507048,Potency,93.41,%,I
107049,507049,Content,96.76,%,A
107050,507050,Potency,96.99,%,A
107051,507051,Potency,95.14,%,I
107052,507052,,90.9,%,A
107053,507053,Potency,93.75,%,I
107054,507054,Content,96.27,%,A
107055,507055,Potency,94.01,%,A
107056,507056,Potency,93.79,%,I
107057,507057,Content,93.34,%,I
107058,507058,Potency,90.4,%,I
107059,507059,Potency,,%,A
107060,507060,Potency,92.13,%,I
107061,507061,Content,98.01,%,A
107062,507062,Potency,99.91,%,I
107063,507063,Potency,98.98,%,A
107064,507064,Potency,98.36,%,I
107065,507065,,98.68,%,I
107066,507066,Content,90.98,%,A
107067,507067,Potency,96.41,%,A
107068,507068,Content,95.42,%,I
107069,507069,Potency,92.89,%,A
107070,507070,Potency,90.98,%,I
107071,507071,,97.16,%,A
107072,507072,,93.42,%,A
107073,507073,Potency,94.46,%,A
107074,507074,Content,96.62,%,A
107075,507075,,99.04,%,I
107076,507076,Potency,94.52,%,A
107077,507077,Content,99.5,%,A
107078,507078,Potency,95.85,%,A
107079,507079,Potency,99.8,%,I
107080,507080,Content,96.56,%,A
107081,507081,Content,97.87,%,I
107082,507082,Potency,99.51,%,I
107083,507083,Content,,%,A
107084,507084,Content,92.5,%,I
107085,507085,Content,93.78,%,I
107086,507086,Content,93.67,%,I
107087,507087,Content,92.13,%,I
107088,507088,Content,91.52,%,A
107089,507089,,97.0,%,I
107090,507090,Content,90.78,%,I
107091,507091,,94.98,%,I
107092,507092,Potency,90.88,%,I
107093,507093,Potency,90.65,%,I
107094,507094,,92.04,%,I
107095,507095,Content,96.06,%,A
107096,507096,Potency,93.83,%,I
107097,507097,,95.14,%,I
107098,507098,Potency,91.81,%,A
107099,507099,Content,93.79,%,I
107100,507100,,,%,A
107101,507101,Potency,95.22,%,I
107102,507102,,99.75,%,A
107103,507103,Content,,%,I
107104,507104,Potency,98.08,%,A
107105,507105,,97.52,%,I
107106,507106,,99.33,%,A
107107,507107,Potency,99.45,%,A
107108,507108,Potency,92.65,%,A
107109,507109,,92.03,%,A
107110,507110,Potency,99.11,%,A
107111,507111,,91.43,%,A
107112,507112,Content,97.37,%,I
107113,507113,Content,92.0,%,A
107114,507114,Content,,%,A
107115,507115,,94.78,%,A
107116,507116,,,%,A
107117,507117,,93.29,%,I
107118,507118,,93.34,%,A
107119,507119,,,%,A
107120,507120,,91.69,%,I
107121,507121,Potency,99.8,%,I
107122,507122,Content,92.53,%,I
107123,507123,Content,92.47,%,I
107124,507124,Potency,92.96,%,I
107125,507125,Potency,95.7,%,A
107126,507126,Content,98.03,%,I
107127,507127,,,%,A
107128,507128,Content,93.76,%,I
107129,507129,Potency,99.45,%,A
107130,507130,Content,95.37,%,I
107131,507131,Potency,,%,I
107132,507132,Potency,91.6,%,I
107133,507133,Content,90.7,%,I
107134,507134,Content,91.59,%,I
107135,507135,,90.41,%,I
107136,507136,Content,99.74,%,A
107137,507137,Potency,96.05,%,I
107138,507138,Content,99.4,%,I
107139,507139,Potency,91.09,%,A
107140,507140,Content,98.96,%,I
107141,507141,Potency,,%,I
107142,507142,Content,98.25,%,I
107143,507143,,98.07,%,A
107144,507144,,94.65,%,I
107145,507145,,98.25,%,A
107146,507146,Content,95.62,%,A
107147,507147,,96.17,%,A
107148,507148,,97.57,%,I
107149,507149,,93.4,%,I
107150,507150,,96.11,%,I
107151,507151,,95.85,%,I
107152,507152,Content,,%,I
107153,507153,Content,95.59,%,I
107154,507154,Content,93.16,%,A
107155,507155,Content,94.88,%,I
107156,507156,Content,96.09,%,A
107157,507157,,95.65,%,I
107158,507158,Content,,%,A
107159,507159,,90.42,%,I
107160,507160,Potency,93.96,%,I
107161,507161,Content,95.43,%,A
107162,507162,Potency,96.97,%,A
107163,507163,Content,94.38,%,A
107164,507164,Content,90.08,%,I
107165,507165,Potency,99.49,%,I
107166,507166,,99.49,%,A
107167,507167,Potency,97.76,%,I
107168,507168,Potency,,%,I
107169,507169,Potency,97.9,%,I
107170,507170,Content,98.7,%,A
107171,507171,Potency,97.12,%,A
107172,507172,,92.69,%,I
107173,507173,Potency,93.38,%,I
107174,507174,Content,92.66,%,I
107175,507175,Content,90.55,%,I
107176,507176,,92.13,%,I
107177,507177,Potency,96.25,%,A
107178,507178,Potency,,%,I
107179,507179,,99.61,%,I
107180,507180,Potency,98.33,%,I
107181,507181,Content,93.76,%,A
107182,507182,Potency,97.16,%,I
107183,507183,Content,,%,I
107184,507184,Potency,90.78,%,A
107185,507185,,99.57,%,A
107186,507186,Potency,90.86,%,I
107187,507187,Potency,97.34,%,I
107188,507188,Content,95.14,%,I
107189,507189,Content,90.77,%,I
107190,507190,,93.41,%,I
107191,507191,Potency,96.0,%,A
107192,507192,Potency,95.6,%,I
107193,507193,,95.66,%,A
107194,507194,Content,91.29,%,I
107195,507195,Content,96.38,%,I
107196,507196,Content,92.72,%,I
107197,507197,Potency,95.8,%,I
107198,507198,,98.46,%,A
107199,507199,Potency,92.34,%,I
107200,507200,Potency,92.51,%,I
107201,507201,,,%,I
107202,507202,,98.98,%,I
107203,507203,Potency,90.24,%,A
107204,507204,Potency,96.44,%,I
107205,507205,,92.46,%,A
107206,507206,,96.8,%,I
107207,507207,Content,,%,A
107208,507208,Content,99.37,%,A
107209,507209,,97.96,%,A
107210,507210,,98.29,%,A
107211,507211,Potency,,%,I
107212,507212,,,%,A
107213,507213,,,%,A
107214,507214,,92.69,%,A
107215,507215,,93.98,%,I
107216,507216,,99.37,%,I
107217,507217,,97.49,%,A
107218,507218,,,%,I
107219,507219,Content,,%,A
107220,507220,Content,97.95,%,A
107221,507221,Potency,96.18,%,A
107222,507222,Content,97.0,%,I
107223,507223,Potency,92.59,%,I
107224,507224,,,%,A
107225,507225,Content,,%,I
107226,507226,,96.87,%,A
107227,507227,Content,95.74,%,A
107228,507228,Potency,96.09,%,I
107229,507229,Potency,96.57,%,A
107230,507230,Potency,99.57,%,A
107231,507231,Potency,96.45,%,A
107232,507232,Content,96.62,%,I
107233,507233,,92.36,%,A
107234,507234,Potency,94.83,%,I
107235,507235,Potency,92.38,%,A
107236,507236,Content,95.56,%,I
107237,507237,Potency,96.2,%,A
107238,507238,,96.6,%,A
107239,507239,,99.53,%,I
107240,507240,Potency,99.2,%,I
107241,507241,,91.42,%,I
107242,507242,,90.54,%,A
107243,507243,Potency,,%,A
107244,507244,,99.54,%,A
107245,507245,Content,96.82,%,I
107246,507246,Potency,91.17,%,A
107247,507247,Potency,,%,I
107248,507248,Potency,97.62,%,A
107249,507249,,97.48,%,A
107250,507250,Content,94.02,%,I
107251,507251,,94.25,%,A
107252,507252,,99.91,%,I
107253,507253,,91.94,%,A
107254,507254,Content,95.3,%,I
107255,507255,Potency,95.91,%,A
107256,507256,Content,92.4,%,A
107257,507257,Potency,90.42,%,A
107258,507258,Content,98.29,%,A
107259,507259,,91.75,%,I
107260,507260,,96.82,%,A
107261,507261,Potency,91.08,%,A
107262,507262,,93.34,%,I
107263,507263,Content,94.06,%,A
107264,507264,Content,,%,A
107265,507265,Potency,92.17,%,A
107266,507266,,95.68,%,I
107267,507267,Potency,96.61,%,I
107268,507268,Potency,96.73,%,A
107269,507269,Content,91.2,%,A
107270,507270,Potency,93.69,%,I
107271,507271,,,%,A
107272,507272,,97.33,%,A
107273,507273,,97.89,%,I
107274,507274,Potency,91.88,%,I
107275,507275,,93.28,%,I
107276,507276,Content,94.46,%,A
107277,507277,,99.75,%,I
107278,507278,Potency,90.8,%,A
107279,507279,Content,98.5,%,A
107280,507280,Content,96.57,%,I
107281,507281,Content,91.66,%,I
107282,507282,Content,95.17,%,A
107283,507283,,93.96,%,I
107284,507284,Content,91.32,%,A
107285,507285,Potency,99.63,%,I
107286,507286,Potency,95.19,%,I
107287,507287,,,%,A
107288,507288,Content,95.07,%,A
107289,507289,Potency,92.23,%,I
107290,507290,,90.7,%,I
107291,507291,,98.38,%,A
107292,507292,Content,91.91,%,A
107293,507293,Potency,98.86,%,A
107294,507294,Content,92.06,%,I
107295,507295,,92.0,%,A
107296,507296,Content,99.31,%,A
107297,507297,Content,92.65,%,I
107298,507298,,99.37,%,A
107299,507299,Potency,90.76,%,A
107300,507300,Content,98.59,%,I
107301,507301,Potency,97.35,%,A
107302,507302,Potency,90.74,%,A
107303,507303,Potency,97.2,%,I
107304,507304,Content,99.08,%,I
107305,507305,Content,,%,A
107306,507306,,98.13,%,I
107307,507307,Potency,96.06,%,A
107308,507308,,90.34,%,I
107309,507309,Content,96.55,%,A
107310,507310,Content,94.52,%,I
107311,507311,Content,,%,I
107312,507312,Content,96.13,%,A
107313,507313,Content,91.5,%,I
107314,507314,,98.74,%,I
107315,507315,Content,91.21,%,I
107316,507316,,96.6,%,I
107317,507317,Potency,94.13,%,A
107318,507318,,98.33,%,A
107319,507319,,96.87,%,I
107320,507320,Content,91.14,%,I
107321,507321,,93.76,%,I
107322,507322,Potency,90.13,%,A
107323,507323,Content,90.4,%,I
107324,507324,Content,98.94,%,I
107325,507325,Potency,94.95,%,A
107326,507326,,93.74,%,I
107327,507327,Content,99.05,%,A
107328,507328,Content,96.99,%,I
107329,507329,Potency,98.83,%,I
107330,507330,Potency,94.77,%,I
107331,507331,,91.98,%,I
107332,507332,Content,95.86,%,A
107333,507333,Potency,92.45,%,I
107334,507334,,90.62,%,I
107335,507335,Potency,96.11,%,I
107336,507336,,94.18,%,I
107337,507337,Content,93.17,%,I
107338,507338,Potency,93.51,%,A
107339,507339,,93.75,%,A
107340,507340,,91.09,%,I
107341,507341,Potency,94.43,%,I
107342,507342,Potency,92.97,%,I
107343,507343,Content,,%,I
107344,507344,,95.51,%,I
107345,507345,Content,99.18,%,A
107346,507346,Potency,,%,I
107347,507347,Content,91.55,%,I
107348,507348,,99.86,%,A
107349,507349,Potency,94.13,%,A
107350,507350,Potency,92.71,%,A
107351,507351,,99.07,%,I
107352,507352,Potency,98.99,%,A
107353,507353,Potency,99.93,%,A
107354,507354,Content,99.93,%,I
107355,507355,Content,95.62,%,I
107356,507356,Content,94.12,%,A
107357,507357,,90.21,%,A
107358,507358,,92.1,%,I
107359,507359,Potency,92.54,%,I
107360,507360,Potency,96.07,%,I
107361,507361,Content,97.79,%,A
107362,507362,Potency,94.01,%,A
107363,507363,Content,93.83,%,A
107364,507364,Potency,95.0,%,I
107365,507365,Potency,90.37,%,A
107366,507366,Potency,92.44,%,A
107367,507367,Content,,%,A
107368,507368,,98.04,%,I
107369,507369,,99.73,%,I
107370,507370,,91.76,%,A
107371,507371,Potency,94.37,%,I
107372,507372,Content,97.47,%,I
107373,507373,,93.23,%,I
107374,507374,,,%,I
107375,507375,,91.85,%,A
107376,507376,Content,94.47,%,I
107377,507377,Content,98.68,%,I
107378,507378,,,%,A
107379,507379,,95.57,%,A
107380,507380,Potency,94.05,%,I
107381,507381,,,%,I
107382,507382,Potency,97.1,%,A
107383,507383,Content,,%,A
107384,507384,,93.89,%,I
107385,507385,,96.0,%,A
107386,507386,,90.97,%,I
107387,507387,,92.51,%,A
107388,507388,,90.7,%,I
107389,507389,,90.51,%,I
107390,507390,Content,95.1,%,A
107391,507391,,97.85,%,A
107392,507392,Content,91.66,%,I
107393,507393,,98.82,%,A
107394,507394,Content,93.34,%,A
107395,507395,Content,90.99,%,I
107396,507396,Potency,92.36,%,I
107397,507397,Potency,99.65,%,I
107398,507398,Content,95.42,%,A
107399,507399,,91.84,%,A
107400,507400,Content,95.35,%,A
107401,507401,,98.37,%,A
107402,507402,Potency,,%,I
107403,507403,Potency,92.1,%,A
107404,507404,Content,91.26,%,I
107405,507405,Content,95.82,%,A
107406,507406,,95.53,%,A
107407,507407,,90.05,%,A
107408,507408,,94.83,%,A
107409,507409,,91.58,%,I
107410,507410,Content,,%,A
107411,507411,,96.84,%,A
107412,507412,Potency,99.47,%,I
107413,507413,Content,96.02,%,I
107414,507414,,99.14,%,I
107415,507415,Content,93.16,%,A
107416,507416,,98.23,%,A
107417,507417,Potency,97.67,%,I
107418,507418,,94.79,%,A
107419,507419,Potency,97.68,%,I
107420,507420,Content,97.48,%,A
107421,507421,Content,90.67,%,A
107422,507422,,98.22,%,A
107423,507423,,,%,I
107424,507424,,97.16,%,I
107425,507425,,99.05,%,A
107426,507426,Content,,%,A
107427,507427,Potency,96.32,%,A
107428,507428,Potency,,%,I
107429,507429,Content,94.23,%,I
107430,507430,Potency,96.15,%,I
107431,507431,Potency,95.5,%,I
107432,507432,Content,91.93,%,A
107433,507433,Content,94.92,%,A
107434,507434,Potency,97.28,%,A
107435,507435,,98.87,%,A
107436,507436,Content,93.69,%,A
107437,507437,,91.39,%,I
107438,507438,,97.83,%,A
107439,507439,Potency,96.04,%,I
107440,507440,Content,99.27,%,A
107441,507441,,90.7,%,A
107442,507442,Potency,99.45,%,A
107443,507443,Content,90.63,%,I
107444,507444,,94.11,%,A
107445,507445,Content,94.28,%,A
107446,507446,Content,97.55,%,I
107447,507447,Content,90.83,%,A
107448,507448,,95.45,%,I
107449,507449,Content,90.31,%,I
107450,507450,Potency,93.95,%,A
107451,507451,Content,91.78,%,A
107452,507452,,,%,I
107453,507453,Potency,99.25,%,I
107454,507454,,95.15,%,A
107455,507455,Content,95.56,%,I
107456,507456,Potency,93.21,%,I
107457,507457,Potency,98.28,%,I
107458,507458,Content,92.27,%,A
107459,507459,,92.54,%,I
107460,507460,Potency,96.05,%,I
107461,507461,,93.72,%,I
107462,507462,Potency,99.95,%,A
107463,507463,Potency,93.17,%,I
107464,507464,Potency,92.02,%,I
107465,507465,Potency,97.14,%,A
107466,507466,Potency,96.94,%,I
107467,507467,,,%,I
107468,507468,Content,97.93,%,I
107469,507469,Potency,96.23,%,A
107470,507470,Potency,95.07,%,A
107471,507471,,98.02,%,A
107472,507472,Potency,99.17,%,I
107473,507473,Potency,95.78,%,I
107474,507474,Content,,%,I
107475,507475,,98.68,%,I
107476,507476,Content,96.54,%,A
107477,507477,Potency,97.51,%,A
107478,507478,Potency,96.03,%,I
107479,507479,Potency,,%,I
107480,507480,Potency,91.1,%,A
107481,507481,,91.47,%,A
107482,507482,,93.61,%,A
107483,507483,Content,94.42,%,A
107484,507484,Content,99.95,%,I
107485,507485,Content,93.76,%,A
107486,507486,Potency,94.02,%,A
107487,507487,Content,91.71,%,A
107488,507488,Potency,95.46,%,A
107489,507489,Potency,98.95,%,I
107490,507490,,95.92,%,I
107491,507491,,97.58,%,A
107492,507492,,90.1,%,I
107493,507493,Content,99.6,%,A
107494,507494,Potency,,%,I
107495,507495,Content,94.22,%,I
107496,507496,,99.6,%,I
107497,507497,Potency,95.7,%,A
107498,507498,Content,94.5,%,A
107499,507499,,97.48,%,I
107500,507500,Potency,95.78,%,I
107501,507501,Potency,99.88,%,I
107502,507502,Potency,93.22,%,A
107503,507503,Potency,94.4,%,I
107504,507504,,98.79,%,A
107505,507505,,93.97,%,I
107506,507506,Content,95.4,%,A
107507,507507,Content,94.62,%,I
107508,507508,Potency,99.9,%,I
107509,507509,Potency,92.83,%,I
107510,507510,Content,97.27,%,I
107511,507511,Potency,,%,A
107512,507512,Potency,91.16,%,A
107513,507513,Content,98.49,%,A
107514,507514,Content,,%,I
107515,507515,,98.09,%,I
107516,507516,Content,95.21,%,I
107517,507517,Content,,%,A
107518,507518,Content,96.74,%,I
107519,507519,Potency,96.96,%,A
107520,507520,Potency,91.34,%,I
107521,507521,Content,91.37,%,A
107522,507522,Potency,91.73,%,I
107523,507523,,90.67,%,A
107524,507524,Potency,,%,A
107525,507525,,97.78,%,A
107526,507526,Potency,,%,A
107527,507527,Content,91.23,%,I
107528,507528,Content,99.67,%,A
107529,507529,,96.86,%,A
107530,507530,Content,98.56,%,A
107531,507531,Potency,97.96,%,A
107532,507532,Potency,98.97,%,I
107533,507533,,98.89,%,A
107534,507534,Content,98.0,%,A
107535,507535,Content,92.55,%,I
107536,507536,Potency,94.58,%,I
107537,507537,Potency,95.12,%,A
107538,507538,,96.07,%,A
107539,507539,Potency,91.43,%,I
107540,507540,Potency,94.47,%,A
107541,507541,Content,93.37,%,I
107542,507542,,93.16,%,I
107543,507543,Content,,%,A
107544,507544,Potency,97.26,%,I
107545,507545,Content,,%,A
107546,507546,Potency,93.37,%,A
107547,507547,,93.51,%,I
107548,507548,Potency,91.57,%,I
107549,507549,Content,,%,I
107550,507550,Content,97.26,%,A
107551,507551,Content,95.34,%,I
107552,507552,Content,91.69,%,A
107553,507553,,98.53,%,I
107554,507554,Potency,99.65,%,I
107555,507555,Content,,%,A
107556,507556,Content,91.94,%,A
107557,507557,Content,96.83,%,A
107558,507558,Content,93.34,%,A
107559,507559,Potency,90.13,%,I
107560,507560,Potency,96.96,%,I
107561,507561,Potency,97.76,%,I
107562,507562,Potency,92.0,%,I
107563,507563,,,%,A
107564,507564,Content,93.92,%,I
107565,507565,,92.06,%,I
107566,507566,Potency,97.99,%,I
107567,507567,Potency,95.49,%,A
107568,507568,,97.6,%,A
107569,507569,Content,99.03,%,A
107570,507570,,93.95,%,I
107571,507571,Potency,99.32,%,A
107572,507572,Potency,97.55,%,A
107573,507573,,92.34,%,A
107574,507574,Potency,90.94,%,A
107575,507575,Potency,93.03,%,I
107576,507576,Content,91.54,%,A
107577,507577,,95.6,%,A
107578,507578,,98.16,%,I
107579,507579,Content,94.91,%,A
107580,507580,,90.23,%,A
107581,507581,Content,93.34,%,I
107582,507582,Content,92.08,%,I
107583,507583,Potency,97.81,%,A
107584,507584,Content,94.49,%,I
107585,507585,Potency,,%,A
107586,507586,Potency,90.54,%,A
107587,507587,Potency,96.18,%,I
107588,507588,Potency,,%,A
107589,507589,Potency,93.9,%,I
107590,507590,,95.17,%,A
107591,507591,Content,,%,A
107592,507592,Content,90.73,%,A
107593,507593,Content,92.01,%,I
107594,507594,,95.84,%,A
107595,507595,Potency,97.06,%,A
107596,507596,,91.68,%,A
107597,507597,Content,91.29,%,I
107598,507598,,92.06,%,A
107599,507599,Content,92.78,%,A
107600,507600,,98.28,%,A
107601,507601,Potency,95.15,%,I
107602,507602,Potency,97.3,%,I
107603,507603,Content,93.68,%,I
107604,507604,Potency,91.34,%,A
107605,507605,,95.97,%,I
107606,507606,Potency,91.53,%,A
107607,507607,,94.84,%,I
107608,507608,Potency,97.51,%,A
107609,507609,Potency,92.07,%,I
107610,507610,,90.95,%,A
107611,507611,Content,99.59,%,I
107612,507612,,95.91,%,A
107613,507613,Content,94.99,%,I
107614,507614,Potency,92.3,%,A
107615,507615,,92.17,%,I
107616,507616,Potency,92.5,%,I
107617,507617,Potency,94.51,%,I
107618,507618,Content,95.73,%,I
107619,507619,,92.56,%,I
107620,507620,Content,93.85,%,A
107621,507621,Potency,90.09,%,I
107622,507622,Potency,98.17,%,A
107623,507623,Potency,91.18,%,I
107624,507624,Potency,95.69,%,A
107625,507625,,96.99,%,A
107626,507626,Potency,93.74,%,A
107627,507627,,97.94,%,I
107628,507628,Potency,95.45,%,I
107629,507629,,,%,I
107630,507630,,95.57,%,I
107631,507631,Potency,95.66,%,A
107632,507632,Potency,96.4,%,A
107633,507633,,91.3,%,I
107634,507634,Content,94.99,%,A
107635,507635,Content,98.77,%,A
107636,507636,Content,99.78,%,A
107637,507637,Content,97.25,%,A
107638,507638,Potency,90.27,%,A
107639,507639,Content,95.95,%,I
107640,507640,Content,91.07,%,A
107641,507641,Content,91.66,%,I
107642,507642,,95.88,%,A
107643,507643,Potency,92.53,%,A
107644,507644,Potency,,%,A
107645,507645,Content,98.57,%,A
107646,507646,,98.54,%,I
