lot_number,item_description
LBL108127,BatchB
LBL108128,BatchC
LBL108129,BatchA
LBL108130,BatchB
LBL108131,BatchA
LBL108132,BatchA
LBL108133,BatchB
LBL108134,BatchC
LBL108135,BatchA
LBL108136,BatchA
LBL108137,BatchC
LBL108138,BatchA
LBL108139,BatchA
LBL108140,BatchC
LBL108141,BatchA
LBL108142,BatchB
LBL108143,BatchB
LBL108144,BatchC
LBL108145,BatchC
LBL108146,BatchB
LBL108147,BatchC
LBL108148,BatchB
LBL108149,BatchC
LBL108150,BatchB
LBL108151,BatchA
LBL108152,BatchC
LBL108153,BatchA
LBL108154,BatchB
LBL108155,BatchA
LBL108156,BatchB
LBL108157,BatchA
LBL108158,BatchA
LBL108159,BatchB
LBL108160,BatchA
LBL108161,BatchA
LBL108162,BatchC
LBL108163,BatchB
LBL108164,BatchB
LBL108165,BatchA
LBL108166,BatchC
LBL108167,BatchA
LBL108168,BatchB
LBL108169,BatchA
LBL108170,BatchB
LBL108171,BatchA
LBL108172,BatchA
LBL108173,BatchA
LBL108174,BatchA
LBL108175,BatchB
LBL108176,BatchB
LBL108177,BatchC
LBL108178,BatchA
LBL108179,BatchA
LBL108180,BatchB
LBL108181,BatchA
LBL108182,BatchC
LBL108183,BatchC
LBL108184,BatchB
LBL108185,BatchB
LBL108186,BatchA
LBL108187,BatchB
LBL108188,BatchC
LBL108189,BatchA
LBL108190,BatchB
LBL108191,BatchB
LBL108192,BatchC
LBL108193,BatchC
LBL108194,BatchA
LBL108195,BatchB
LBL108196,BatchB
LBL108197,BatchC
LBL108198,BatchA
LBL108199,BatchB
LBL108200,BatchA
LBL108201,BatchC
LBL108202,BatchC
LBL108203,BatchA
LBL108204,BatchA
LBL108205,BatchA
LBL108206,BatchA
LBL108207,BatchB
LBL108208,BatchA
LBL108209,BatchC
LBL108210,BatchB
LBL108211,BatchB
LBL108212,BatchB
LBL108213,BatchC
LBL108214,BatchC
LBL108215,BatchC
LBL108216,BatchC
LBL108217,BatchB
LBL108218,BatchB
LBL108219,BatchB
LBL108220,BatchC
LBL108221,BatchC
LBL108222,BatchC
LBL108223,BatchB
LBL108224,BatchB
LBL108225,BatchB
LBL108226,BatchA
LBL108227,BatchC
LBL108228,BatchA
LBL108229,BatchB
LBL108230,BatchC
LBL108231,BatchB
LBL108232,BatchC
LBL108233,BatchC
LBL108234,BatchC
LBL108235,BatchC
LBL108236,BatchA
LBL108237,BatchB
LBL108238,BatchC
LBL108239,BatchA
LBL108240,BatchC
LBL108241,BatchA
LBL108242,BatchC
LBL108243,BatchC
LBL108244,BatchB
LBL108245,BatchA
LBL108246,BatchB
LBL108247,BatchA
LBL108248,BatchC
LBL108249,BatchB
LBL108250,BatchA
LBL108251,BatchA
LBL108252,BatchA
LBL108253,BatchA
LBL108254,BatchA
LBL108255,BatchB
LBL108256,BatchA
LBL108257,BatchC
LBL108258,BatchB
LBL108259,BatchA
LBL108260,BatchB
LBL108261,BatchC
LBL108262,BatchB
LBL108263,BatchA
LBL108264,BatchC
LBL108265,BatchC
LBL108266,BatchA
LBL108267,BatchC
LBL108268,BatchC
LBL108269,BatchC
LBL108270,BatchC
LBL108271,BatchB
LBL108272,BatchB
LBL108273,BatchB
LBL108274,BatchC
LBL108275,BatchA
LBL108276,BatchB
LBL108277,BatchC
LBL108278,BatchC
LBL108279,BatchA
LBL108280,BatchC
LBL108281,BatchC
LBL108282,BatchB
LBL108283,BatchA
LBL108284,BatchA
LBL108285,BatchA
LBL108286,BatchA
LBL108287,BatchC
LBL108288,BatchC
LBL108289,BatchA
LBL108290,BatchB
LBL108291,BatchA
LBL108292,BatchA
LBL108293,BatchC
LBL108294,BatchB
LBL108295,BatchA
LBL108296,BatchA
LBL108297,BatchA
LBL108298,BatchB
LBL108299,BatchB
LBL108300,BatchA
LBL108301,BatchA
LBL108302,BatchB
LBL108303,BatchC
LBL108304,BatchB
LBL108305,BatchB
LBL108306,BatchC
LBL108307,BatchB
LBL108308,BatchC
LBL108309,BatchC
LBL108310,BatchB
LBL108311,BatchB
LBL108312,BatchC
LBL108313,BatchA
LBL108314,BatchC
LBL108315,BatchC
LBL108316,BatchC
LBL108317,BatchB
LBL108318,BatchC
LBL108319,BatchC
LBL108320,BatchA
LBL108321,BatchC
LBL108322,BatchC
LBL108323,BatchC
LBL108324,BatchC
LBL108325,BatchB
LBL108326,BatchC
LBL108327,BatchC
LBL108328,BatchC
LBL108329,BatchC
LBL108330,BatchB
LBL108331,BatchC
LBL108332,BatchC
LBL108333,BatchB
LBL108334,BatchA
LBL108335,BatchC
LBL108336,BatchA
LBL108337,BatchC
LBL108338,BatchB
LBL108339,BatchB
LBL108340,BatchC
LBL108341,BatchC
LBL108342,BatchA
LBL108343,BatchC
LBL108344,BatchB
LBL108345,BatchC
LBL108346,BatchB
LBL108347,BatchC
LBL108348,BatchC
LBL108349,BatchA
LBL108350,BatchA
LBL108351,BatchC
LBL108352,BatchA
LBL108353,BatchC
LBL108354,BatchA
LBL108355,BatchC
LBL108356,BatchB
LBL108357,BatchA
LBL108358,BatchC
LBL108359,BatchA
LBL108360,BatchA
LBL108361,BatchB
LBL108362,BatchA
LBL108363,BatchB
LBL108364,BatchA
LBL108365,BatchC
LBL108366,BatchB
LBL108367,BatchB
LBL108368,BatchC
LBL108369,BatchB
LBL108370,BatchA
LBL108371,BatchC
LBL108372,BatchC
LBL108373,BatchC
LBL108374,BatchB
LBL108375,BatchB
LBL108376,BatchB
LBL108377,BatchA
LBL108378,BatchC
LBL108379,BatchB
LBL108380,BatchC
LBL108381,BatchC
LBL108382,BatchB
LBL108383,BatchC
LBL108384,BatchB
LBL108385,BatchB
LBL108386,BatchC
LBL108387,BatchA
LBL108388,BatchC
LBL108389,BatchB
LBL108390,BatchC
LBL108391,BatchB
LBL108392,BatchB
LBL108393,BatchA
LBL108394,BatchB
LBL108395,BatchA
LBL108396,BatchB
LBL108397,BatchB
LBL108398,BatchB
LBL108399,BatchB
LBL108400,BatchA
LBL108401,BatchA
LBL108402,BatchA
LBL108403,BatchC
LBL108404,BatchC
LBL108405,BatchB
LBL108406,BatchC
LBL108407,BatchA
LBL108408,BatchA
LBL108409,BatchC
LBL108410,BatchC
LBL108411,BatchA
LBL108412,BatchC
LBL108413,BatchC
LBL108414,BatchA
LBL108415,BatchC
LBL108416,BatchB
LBL108417,BatchC
LBL108418,BatchC
LBL108419,BatchB
LBL108420,BatchA
LBL108421,BatchA
LBL108422,BatchC
LBL108423,BatchB
LBL108424,BatchC
LBL108425,BatchC
LBL108426,BatchA
LBL108427,BatchC
LBL108428,BatchC
LBL108429,BatchC
LBL108430,BatchA
LBL108431,BatchB
LBL108432,BatchB
LBL108433,BatchB
LBL108434,BatchB
LBL108435,BatchC
LBL108436,BatchC
LBL108437,BatchC
LBL108438,BatchB
LBL108439,BatchC
LBL108440,BatchA
LBL108441,BatchB
LBL108442,BatchC
LBL108443,BatchB
LBL108444,BatchC
LBL108445,BatchA
LBL108446,BatchB
LBL108447,BatchC
LBL108448,BatchA
LBL108449,BatchC
LBL108450,BatchC
LBL108451,BatchA
LBL108452,BatchC
LBL108453,BatchA
LBL108454,BatchB
LBL108455,BatchB
LBL108456,BatchA
LBL108457,BatchA
LBL108458,BatchA
LBL108459,BatchC
LBL108460,BatchA
LBL108461,BatchB
LBL108462,BatchC
LBL108463,BatchC
LBL108464,BatchC
LBL108465,BatchA
LBL108466,BatchC
LBL108467,BatchA
LBL108468,BatchC
LBL108469,BatchC
LBL108470,BatchC
LBL108471,BatchC
LBL108472,BatchA
LBL108473,BatchB
LBL108474,BatchC
LBL108475,BatchA
LBL108476,BatchB
LBL108477,BatchC
LBL108478,BatchB
LBL108479,BatchA
LBL108480,BatchB
LBL108481,BatchA
LBL108482,BatchC
LBL108483,BatchB
LBL108484,BatchA
LBL108485,BatchB
LBL108486,BatchC
LBL108487,BatchA
LBL108488,BatchA
LBL108489,BatchC
LBL108490,BatchA
LBL108491,BatchB
LBL108492,BatchA
LBL108493,BatchC
LBL108494,BatchB
LBL108495,BatchC
LBL108496,BatchC
LBL108497,BatchC
LBL108498,BatchA
LBL108499,BatchA
LBL108500,BatchB
LBL108501,BatchA
LBL108502,BatchC
LBL108503,BatchB
LBL108504,BatchB
LBL108505,BatchC
LBL108506,BatchC
LBL108507,BatchB
LBL108508,BatchA
LBL108509,BatchA
LBL108510,BatchA
LBL108511,BatchB
LBL108512,BatchB
LBL108513,BatchC
LBL108514,BatchB
LBL108515,BatchB
LBL108516,BatchC
LBL108517,BatchB
LBL108518,BatchA
LBL108519,BatchA
LBL108520,BatchB
LBL108521,BatchC
LBL108522,BatchB
LBL108523,BatchC
LBL108524,BatchB
LBL108525,BatchA
LBL108526,BatchC
LBL108527,BatchC
LBL108528,BatchA
LBL108529,BatchB
LBL108530,BatchB
LBL108531,BatchB
LBL108532,BatchB
LBL108533,BatchA
LBL108534,BatchA
LBL108535,BatchB
LBL108536,BatchA
LBL108537,BatchC
LBL108538,BatchA
LBL108539,BatchC
LBL108540,BatchA
LBL108541,BatchA
LBL108542,BatchB
LBL108543,BatchA
LBL108544,BatchB
LBL108545,BatchC
LBL108546,BatchA
LBL108547,BatchA
LBL108548,BatchA
LBL108549,BatchC
LBL108550,BatchA
LBL108551,BatchC
LBL108552,BatchA
LBL108553,BatchA
LBL108554,BatchB
LBL108555,BatchA
LBL108556,BatchC
LBL108557,BatchC
LBL108558,BatchC
LBL108559,BatchA
LBL108560,BatchA
LBL108561,BatchC
LBL108562,BatchA
LBL108563,BatchB
LBL108564,BatchA
LBL108565,BatchA
LBL108566,BatchA
LBL108567,BatchB
LBL108568,BatchB
LBL108569,BatchC
LBL108570,BatchB
LBL108571,BatchA
LBL108572,BatchC
LBL108573,BatchA
LBL108574,BatchB
LBL108575,BatchB
LBL108576,BatchB
LBL108577,BatchC
LBL108578,BatchA
LBL108579,BatchB
LBL108580,BatchA
LBL108581,BatchA
LBL108582,BatchA
LBL108583,BatchB
LBL108584,BatchB
LBL108585,BatchC
LBL108586,BatchB
LBL108587,BatchA
LBL108588,BatchA
LBL108589,BatchC
LBL108590,BatchB
LBL108591,BatchB
LBL108592,BatchC
LBL108593,BatchA
LBL108594,BatchC
LBL108595,BatchB
LBL108596,BatchB
LBL108597,BatchB
LBL108598,BatchB
LBL108599,BatchB
LBL108600,BatchB
LBL108601,BatchA
LBL108602,BatchC
LBL108603,BatchC
LBL108604,BatchB
LBL108605,BatchB
LBL108606,BatchC
LBL108607,BatchB
LBL108608,BatchC
LBL108609,BatchA
LBL108610,BatchB
LBL108611,BatchC
LBL108612,BatchB
LBL108613,BatchC
LBL108614,BatchC
LBL108615,BatchA
LBL108616,BatchB
LBL108617,BatchA
LBL108618,BatchA
LBL108619,BatchA
LBL108620,BatchB
LBL108621,BatchB
LBL108622,BatchB
LBL108623,BatchA
LBL108624,BatchC
LBL108625,BatchC
LBL108626,BatchB
LBL108627,BatchC
LBL108628,BatchB
LBL108629,BatchC
LBL108630,BatchB
LBL108631,BatchC
LBL108632,BatchA
LBL108633,BatchA
LBL108634,BatchC
LBL108635,BatchC
LBL108636,BatchA
LBL108637,BatchB
LBL108638,BatchC
LBL108639,BatchC
LBL108640,BatchB
LBL108641,BatchA
LBL108642,BatchC
LBL108643,BatchB
LBL108644,BatchB
LBL108645,BatchC
LBL108646,BatchA
LBL108647,BatchB
LBL108648,BatchB
LBL108649,BatchC
LBL108650,BatchA
LBL108651,BatchB
LBL108652,BatchB
LBL108653,BatchC
LBL108654,BatchA
LBL108655,BatchB
LBL108656,BatchA
LBL108657,BatchA
LBL108658,BatchC
LBL108659,BatchB
LBL108660,BatchC
LBL108661,BatchA
LBL108662,BatchA
LBL108663,BatchA
LBL108664,BatchC
LBL108665,BatchC
LBL108666,BatchB
LBL108667,BatchB
LBL108668,BatchB
LBL108669,BatchC
LBL108670,BatchB
LBL108671,BatchB
LBL108672,BatchA
LBL108673,BatchC
LBL108674,BatchB
LBL108675,BatchB
LBL108676,BatchB
LBL108677,BatchB
LBL108678,BatchC
LBL108679,BatchC
LBL108680,BatchB
LBL108681,BatchC
LBL108682,BatchB
LBL108683,BatchC
LBL108684,BatchA
LBL108685,BatchB
LBL108686,BatchB
LBL108687,BatchC
LBL108688,BatchB
LBL108689,BatchB
LBL108690,BatchB
LBL108691,BatchB
LBL108692,BatchB
LBL108693,BatchA
LBL108694,BatchB
LBL108695,BatchB
LBL108696,BatchA
LBL108697,BatchC
LBL108698,BatchA
LBL108699,BatchC
LBL108700,BatchA
LBL108701,BatchB
LBL108702,BatchB
LBL108703,BatchB
LBL108704,BatchB
LBL108705,BatchB
LBL108706,BatchB
LBL108707,BatchA
LBL108708,BatchB
LBL108709,BatchA
LBL108710,BatchB
LBL108711,BatchA
LBL108712,BatchB
LBL108713,BatchC
LBL108714,BatchB
LBL108715,BatchC
LBL108716,BatchC
LBL108717,BatchA
LBL108718,BatchC
LBL108719,BatchA
LBL108720,BatchB
LBL108721,BatchB
LBL108722,BatchA
LBL108723,BatchC
LBL108724,BatchC
LBL108725,BatchA
LBL108726,BatchC
LBL108727,BatchB
LBL108728,BatchA
LBL108729,BatchB
LBL108730,BatchB
LBL108731,BatchA
LBL108732,BatchC
LBL108733,BatchC
LBL108734,BatchC
LBL108735,BatchC
LBL108736,BatchC
LBL108737,BatchB
LBL108738,BatchC
LBL108739,BatchB
LBL108740,BatchA
LBL108741,BatchA
LBL108742,BatchA
LBL108743,BatchB
LBL108744,BatchC
LBL108745,BatchC
LBL108746,BatchB
LBL108747,BatchC
LBL108748,BatchA
LBL108749,BatchB
LBL108750,BatchB
LBL108751,BatchC
LBL108752,BatchC
LBL108753,BatchC
LBL108754,BatchA
LBL108755,BatchC
LBL108756,BatchB
LBL108757,BatchC
LBL108758,BatchB
LBL108759,BatchA
LBL108760,BatchB
LBL108761,BatchC
LBL108762,BatchC
LBL108763,BatchB
LBL108764,BatchB
LBL108765,BatchA
LBL108766,BatchB
LBL108767,BatchA
LBL108768,BatchB
LBL108769,BatchA
LBL108770,BatchC
LBL108771,BatchC
LBL108772,BatchB
LBL108773,BatchA
LBL108774,BatchB
LBL108775,BatchC
LBL108776,BatchB
LBL108777,BatchB
LBL108778,BatchC
LBL108779,BatchB
LBL108780,BatchC
LBL108781,BatchB
LBL108782,BatchC
LBL108783,BatchA
LBL108784,BatchA
LBL108785,BatchB
LBL108786,BatchC
LBL108787,BatchA
LBL108788,BatchC
LBL108789,BatchB
LBL108790,BatchC
LBL108791,BatchC
LBL108792,BatchA
LBL108793,BatchC
LBL108794,BatchB
LBL108795,BatchA
LBL108796,BatchB
LBL108797,BatchC
LBL108798,BatchC
LBL108799,BatchC
LBL108800,BatchA
LBL108801,BatchC
LBL108802,BatchA
LBL108803,BatchB
LBL108804,BatchA
LBL108805,BatchB
LBL108806,BatchA
LBL108807,BatchC
LBL108808,BatchC
LBL108809,BatchA
LBL108810,BatchA
LBL108811,BatchA
LBL108812,BatchA
LBL108813,BatchB
LBL108814,BatchC
LBL108815,BatchB
LBL108816,BatchB
LBL108817,BatchA
LBL108818,BatchB
LBL108819,BatchB
LBL108820,BatchC
LBL108821,BatchC
LBL108822,BatchC
LBL108823,BatchA
LBL108824,BatchB
LBL108825,BatchB
LBL108826,BatchB
LBL108827,BatchB
LBL108828,BatchB
LBL108829,BatchC
LBL108830,BatchA
LBL108831,BatchC
LBL108832,BatchC
LBL108833,BatchB
LBL108834,BatchC
LBL108835,BatchA
LBL108836,BatchC
LBL108837,BatchA
LBL108838,BatchA
LBL108839,BatchC
LBL108840,BatchB
LBL108841,BatchC
LBL108842,BatchB
LBL108843,BatchA
LBL108844,BatchB
LBL108845,BatchB
LBL108846,BatchB
LBL108847,BatchA
LBL108848,BatchB
LBL108849,BatchB
LBL108850,BatchC
LBL108851,BatchC
LBL108852,BatchB
LBL108853,BatchC
LBL108854,BatchC
LBL108855,BatchA
LBL108856,BatchB
LBL108857,BatchA
LBL108858,BatchC
LBL108859,BatchB
LBL108860,BatchC
LBL108861,BatchA
LBL108862,BatchA
LBL108863,BatchC
LBL108864,BatchA
LBL108865,BatchA
LBL108866,BatchA
LBL108867,BatchA
LBL108868,BatchB
LBL108869,BatchB
LBL108870,BatchB
LBL108871,BatchC
LBL108872,BatchA
LBL108873,BatchA
LBL108874,BatchA
LBL108875,BatchC
LBL108876,BatchB
LBL108877,BatchA
LBL108878,BatchC
LBL108879,BatchC
LBL108880,BatchB
LBL108881,BatchB
LBL108882,BatchC
LBL108883,BatchC
LBL108884,BatchC
LBL108885,BatchA
LBL108886,BatchB
LBL108887,BatchA
LBL108888,BatchC
LBL108889,BatchA
LBL108890,BatchA
LBL108891,BatchA
LBL108892,BatchB
LBL108893,BatchB
LBL108894,BatchB
LBL108895,BatchA
LBL108896,BatchA
LBL108897,BatchC
LBL108898,BatchC
LBL108899,BatchB
LBL108900,BatchB
LBL108901,BatchB
LBL108902,BatchC
LBL108903,BatchC
LBL108904,BatchA
LBL108905,BatchA
LBL108906,BatchA
LBL108907,BatchB
LBL108908,BatchA
LBL108909,BatchA
LBL108910,BatchC
LBL108911,BatchA
LBL108912,BatchC
LBL108913,BatchA
LBL108914,BatchB
LBL108915,BatchB
LBL108916,BatchB
LBL108917,BatchC
LBL108918,BatchA
LBL108919,BatchB
LBL108920,BatchB
LBL108921,BatchA
LBL108922,BatchC
LBL108923,BatchB
LBL108924,BatchA
LBL108925,BatchC
LBL108926,BatchC
LBL108927,BatchA
LBL108928,BatchA
LBL108929,BatchC
LBL108930,BatchB
LBL108931,BatchB
LBL108932,BatchB
LBL108933,BatchB
LBL108934,BatchC
LBL108935,BatchA
LBL108936,BatchA
LBL108937,BatchA
LBL108938,BatchB
LBL108939,BatchC
LBL108940,BatchC
LBL108941,BatchB
LBL108942,BatchB
LBL108943,BatchC
LBL108944,BatchB
LBL108945,BatchB
LBL108946,BatchC
LBL108947,BatchA
LBL108948,BatchA
LBL108949,BatchC
LBL108950,BatchB
LBL108951,BatchC
LBL108952,BatchA
LBL108953,BatchB
LBL108954,BatchC
LBL108955,BatchC
LBL108956,BatchA
LBL108957,BatchA
LBL108958,BatchC
LBL108959,BatchB
LBL108960,BatchC
LBL108961,BatchC
LBL108962,BatchA
LBL108963,BatchB
LBL108964,BatchC
LBL108965,BatchC
LBL108966,BatchC
LBL108967,BatchB
LBL108968,BatchC
LBL108969,BatchC
LBL108970,BatchB
LBL108971,BatchA
LBL108972,BatchA
LBL108973,BatchB
LBL108974,BatchA
LBL108975,BatchA
LBL108976,BatchC
LBL108977,BatchB
LBL108978,BatchB
LBL108979,BatchA
LBL108980,BatchC
LBL108981,BatchA
LBL108982,BatchB
LBL108983,BatchA
LBL108984,BatchC
LBL108985,BatchC
LBL108986,BatchB
LBL108987,BatchA
LBL108988,BatchA
LBL108989,BatchB
LBL108990,BatchA
LBL108991,BatchB
LBL108992,BatchB
LBL108993,BatchA
LBL108994,BatchA
LBL108995,BatchB
LBL108996,BatchC
LBL108997,BatchC
LBL108998,BatchC
LBL108999,BatchC
LBL109000,BatchC
LBL109001,BatchA
LBL109002,BatchB
LBL109003,BatchA
LBL109004,BatchA
LBL109005,BatchC
LBL109006,BatchC
LBL109007,BatchB
LBL109008,BatchA
LBL109009,BatchC
LBL109010,BatchA
LBL109011,BatchC
LBL109012,BatchB
LBL109013,BatchC
LBL109014,BatchC
LBL109015,BatchA
LBL109016,BatchC
LBL109017,BatchA
LBL109018,BatchC
LBL109019,BatchA
LBL109020,BatchA
LBL109021,BatchA
LBL109022,BatchA
LBL109023,BatchC
LBL109024,BatchB
LBL109025,BatchA
LBL109026,BatchB
LBL109027,BatchC
LBL109028,BatchC
LBL109029,BatchB
LBL109030,BatchA
LBL109031,BatchA
LBL109032,BatchA
LBL109033,BatchB
LBL109034,BatchC
LBL109035,BatchB
LBL109036,BatchB
LBL109037,BatchA
LBL109038,BatchA
LBL109039,BatchB
LBL109040,BatchA
LBL109041,BatchC
LBL109042,BatchA
LBL109043,BatchC
LBL109044,BatchC
LBL109045,BatchB
LBL109046,BatchA
LBL109047,BatchC
LBL109048,BatchC
LBL109049,BatchA
LBL109050,BatchB
LBL109051,BatchA
LBL109052,BatchA
LBL109053,BatchC
LBL109054,BatchA
LBL109055,BatchA
LBL109056,BatchA
LBL109057,BatchB
LBL109058,BatchA
LBL109059,BatchA
LBL109060,BatchC
LBL109061,BatchB
LBL109062,BatchA
LBL109063,BatchC
LBL109064,BatchB
LBL109065,BatchA
LBL109066,BatchA
LBL109067,BatchC
LBL109068,BatchB
LBL109069,BatchB
LBL109070,BatchC
LBL109071,BatchA
LBL109072,BatchB
LBL109073,BatchB
LBL109074,BatchB
LBL109075,BatchC
LBL109076,BatchB
LBL109077,BatchC
LBL109078,BatchC
LBL109079,BatchC
LBL109080,BatchA
LBL109081,BatchA
LBL109082,BatchC
LBL109083,BatchB
LBL109084,BatchA
LBL109085,BatchB
LBL109086,BatchB
LBL109087,BatchA
LBL109088,BatchB
LBL109089,BatchC
LBL109090,BatchA
LBL109091,BatchA
LBL109092,BatchC
LBL109093,BatchC
LBL109094,BatchB
LBL109095,BatchA
LBL109096,BatchB
LBL109097,BatchB
LBL109098,BatchA
LBL109099,BatchC
LBL109100,BatchA
LBL109101,BatchA
LBL109102,BatchB
LBL109103,BatchA
LBL109104,BatchB
LBL109105,BatchA
LBL109106,BatchB
LBL109107,BatchA
LBL109108,BatchA
LBL109109,BatchC
LBL109110,BatchB
LBL109111,BatchA
LBL109112,BatchC
LBL109113,BatchC
LBL109114,BatchA
LBL109115,BatchC
LBL109116,BatchA
LBL109117,BatchA
LBL109118,BatchB
LBL109119,BatchA
LBL109120,BatchB
LBL109121,BatchA
LBL109122,BatchB
LBL109123,BatchA
LBL109124,BatchA
LBL109125,BatchB
LBL109126,BatchB
LBL109127,BatchA
LBL109128,BatchB
LBL109129,BatchA
LBL109130,BatchA
LBL109131,BatchB
LBL109132,BatchB
LBL109133,BatchC
LBL109134,BatchC
LBL109135,BatchA
LBL109136,BatchB
LBL109137,BatchC
LBL109138,BatchA
LBL109139,BatchA
LBL109140,BatchB
LBL109141,BatchC
LBL109142,BatchC
LBL109143,BatchB
LBL109144,BatchC
LBL109145,BatchC
LBL109146,BatchA
LBL109147,BatchB
LBL109148,BatchB
LBL109149,BatchC
LBL109150,BatchC
LBL109151,BatchB
LBL109152,BatchC
LBL109153,BatchA
LBL109154,BatchC
LBL109155,BatchA
LBL109156,BatchA
LBL109157,BatchB
LBL109158,BatchB
LBL109159,BatchC
LBL109160,BatchC
LBL109161,BatchC
LBL109162,BatchA
LBL109163,BatchB
LBL109164,BatchA
LBL109165,BatchC
LBL109166,BatchB
LBL109167,BatchB
LBL109168,BatchC
LBL109169,BatchA
LBL109170,BatchC
LBL109171,BatchB
LBL109172,BatchC
LBL109173,BatchA
LBL109174,BatchA
LBL109175,BatchC
LBL109176,BatchC
LBL109177,BatchC
LBL109178,BatchC
LBL109179,BatchB
LBL109180,BatchA
LBL109181,BatchB
LBL109182,BatchC
LBL109183,BatchA
LBL109184,BatchA
LBL109185,BatchB
LBL109186,BatchA
LBL109187,BatchC
LBL109188,BatchB
LBL109189,BatchB
LBL109190,BatchB
LBL109191,BatchC
LBL109192,BatchB
LBL109193,BatchA
LBL109194,BatchB
LBL109195,BatchC
LBL109196,BatchA
LBL109197,BatchC
LBL109198,BatchC
LBL109199,BatchB
LBL109200,BatchB
LBL109201,BatchB
LBL109202,BatchC
LBL109203,BatchA
LBL109204,BatchB
LBL109205,BatchC
LBL109206,BatchB
LBL109207,BatchC
LBL109208,BatchB
LBL109209,BatchA
LBL109210,BatchB
LBL109211,BatchB
LBL109212,BatchB
LBL109213,BatchC
LBL109214,BatchA
LBL109215,BatchB
LBL109216,BatchA
LBL109217,BatchB
LBL109218,BatchA
LBL109219,BatchA
LBL109220,BatchC
LBL109221,BatchA
LBL109222,BatchC
LBL109223,BatchC
LBL109224,BatchB
LBL109225,BatchB
LBL109226,BatchB
LBL109227,BatchB
LBL109228,BatchA
LBL109229,BatchC
LBL109230,BatchC
LBL109231,BatchC
LBL109232,BatchB
LBL109233,BatchA
LBL109234,BatchB
LBL109235,BatchA
LBL109236,BatchB
LBL109237,BatchB
LBL109238,BatchC
LBL109239,BatchA
LBL109240,BatchC
LBL109241,BatchB
LBL109242,BatchB
LBL109243,BatchB
LBL109244,BatchC
LBL109245,BatchB
LBL109246,BatchA
LBL109247,BatchB
LBL109248,BatchB
LBL109249,BatchA
LBL109250,BatchB
LBL109251,BatchC
LBL109252,BatchB
LBL109253,BatchC
LBL109254,BatchC
LBL109255,BatchA
LBL109256,BatchB
LBL109257,BatchA
LBL109258,BatchA
LBL109259,BatchA
LBL109260,BatchB
LBL109261,BatchB
LBL109262,BatchB
LBL109263,BatchC
LBL109264,BatchC
LBL109265,BatchA
LBL109266,BatchA
LBL109267,BatchB
LBL109268,BatchB
LBL109269,BatchC
LBL109270,BatchC
LBL109271,BatchA
LBL109272,BatchA
LBL109273,BatchA
LBL109274,BatchC
LBL109275,BatchA
LBL109276,BatchC
LBL109277,BatchA
LBL109278,BatchB
LBL109279,BatchC
LBL109280,BatchA
LBL109281,BatchC
LBL109282,BatchA
LBL109283,BatchB
LBL109284,BatchA
LBL109285,BatchC
LBL109286,BatchC
LBL109287,BatchB
LBL109288,BatchB
LBL109289,BatchB
LBL109290,BatchC
LBL109291,BatchA
LBL109292,BatchB
LBL109293,BatchB
LBL109294,BatchA
LBL109295,BatchA
LBL109296,BatchB
LBL109297,BatchC
LBL109298,BatchB
LBL109299,BatchA
LBL109300,BatchB
LBL109301,BatchC
LBL109302,BatchC
LBL109303,BatchC
LBL109304,BatchA
LBL109305,BatchB
LBL109306,BatchC
LBL109307,BatchB
LBL109308,BatchB
LBL109309,BatchA
LBL109310,BatchA
LBL109311,BatchC
LBL109312,BatchC
LBL109313,BatchA
LBL109314,BatchB
LBL109315,BatchA
LBL109316,BatchA
LBL109317,BatchC
LBL109318,BatchB
LBL109319,BatchC
LBL109320,BatchC
LBL109321,BatchB
LBL109322,BatchA
LBL109323,BatchC
LBL109324,BatchA
LBL109325,BatchA
LBL109326,BatchA
LBL109327,BatchC
LBL109328,BatchC
LBL109329,BatchC
LBL109330,BatchA
LBL109331,BatchA
LBL109332,BatchC
LBL109333,BatchB
LBL109334,BatchA
LBL109335,BatchA
LBL109336,BatchB
LBL109337,BatchB
LBL109338,BatchB
LBL109339,BatchA
LBL109340,BatchB
LBL109341,BatchB
LBL109342,BatchC
LBL109343,BatchC
LBL109344,BatchB
LBL109345,BatchA
LBL109346,BatchA
LBL109347,BatchC
LBL109348,BatchC
LBL109349,BatchB
LBL109350,BatchB
LBL109351,BatchB
LBL109352,BatchB
LBL109353,BatchB
LBL109354,BatchC
LBL109355,BatchA
LBL109356,BatchA
LBL109357,BatchB
LBL109358,BatchB
LBL109359,BatchB
LBL109360,BatchB
LBL109361,BatchB
LBL109362,BatchA
LBL109363,BatchC
LBL109364,BatchB
LBL109365,BatchA
LBL109366,BatchC
LBL109367,BatchA
LBL109368,BatchC
LBL109369,BatchB
LBL109370,BatchB
LBL109371,BatchC
LBL109372,BatchB
LBL109373,BatchC
LBL109374,BatchC
LBL109375,BatchC
LBL109376,BatchB
LBL109377,BatchA
LBL109378,BatchB
LBL109379,BatchB
LBL109380,BatchA
LBL109381,BatchA
LBL109382,BatchC
LBL109383,BatchC
LBL109384,BatchC
LBL109385,BatchA
LBL109386,BatchC
LBL109387,BatchB
LBL109388,BatchA
LBL109389,BatchC
LBL109390,BatchA
LBL109391,BatchA
LBL109392,BatchC
LBL109393,BatchC
LBL109394,BatchA
LBL109395,BatchC
LBL109396,BatchA
LBL109397,BatchA
