sample_number,test_number,name,entry,units,status
18806,13806,Content,94.9,%,A
18807,13807,Content,98.7,%,A
18808,13808,Potency,90.74,%,A
18809,13809,Content,90.29,%,A
18810,13810,Potency,93.96,%,A
18811,13811,Potency,91.63,%,A
18812,13812,Potency,96.37,%,A
18813,13813,Potency,99.79,%,A
18814,13814,Content,90.9,%,A
18815,13815,Potency,92.83,%,A
18816,13816,Potency,92.21,%,A
18817,13817,Potency,94.65,%,A
18818,13818,Content,92.57,%,A
18819,13819,Content,96.28,%,A
18820,13820,Content,99.5,%,A
18821,13821,Content,92.46,%,A
18822,13822,Potency,99.75,%,A
18823,13823,Potency,96.96,%,A
18824,13824,Content,93.16,%,A
18825,13825,Content,97.9,%,A
18826,13826,Potency,94.0,%,A
18827,13827,Potency,93.97,%,A
18828,13828,Potency,91.74,%,A
18829,13829,Potency,92.95,%,A
18830,13830,Potency,97.52,%,A
18831,13831,Potency,93.6,%,A
18832,13832,Content,90.97,%,A
18833,13833,Content,90.19,%,A
18834,13834,Content,97.99,%,A
18835,13835,Content,99.31,%,A
18836,13836,Content,91.27,%,A
18837,13837,Potency,96.08,%,A
18838,13838,Content,94.33,%,A
18839,13839,Content,96.69,%,A
18840,13840,Content,93.27,%,A
18841,13841,Content,94.78,%,A
18842,13842,Potency,91.09,%,A
18843,13843,Content,92.67,%,A
18844,13844,Potency,90.38,%,A
18845,13845,Potency,98.69,%,A
18846,13846,Potency,94.46,%,A
18847,13847,Potency,91.33,%,A
18848,13848,Content,94.36,%,A
18849,13849,Potency,97.69,%,A
18850,13850,Potency,93.23,%,A
18851,13851,Content,95.89,%,A
18852,13852,Content,97.94,%,A
18853,13853,Content,99.4,%,A
18854,13854,Content,94.95,%,A
18855,13855,Content,98.08,%,A
18856,13856,Potency,96.82,%,A
18857,13857,Potency,96.03,%,A
18858,13858,Content,92.08,%,A
18859,13859,Potency,95.73,%,A
18860,13860,Potency,94.86,%,A
18861,13861,Content,91.02,%,A
18862,13862,Content,95.23,%,A
18863,13863,Potency,93.82,%,A
18864,13864,Content,93.31,%,A
18865,13865,Content,96.16,%,A
18866,13866,Content,97.59,%,A
18867,13867,Content,98.61,%,A
18868,13868,Content,90.84,%,A
18869,13869,Content,93.6,%,A
18870,13870,Content,94.79,%,A
18871,13871,Potency,92.07,%,A
18872,13872,Potency,90.49,%,A
18873,13873,Content,92.7,%,A
18874,13874,Content,91.42,%,A
18875,13875,Content,93.78,%,A
18876,13876,Potency,98.76,%,A
18877,13877,Content,98.64,%,A
18878,13878,Content,96.26,%,A
18879,13879,Potency,98.67,%,A
18880,13880,Potency,99.92,%,A
18881,13881,Content,93.49,%,A
18882,13882,Potency,99.47,%,A
18883,13883,Potency,97.04,%,A
18884,13884,Potency,93.03,%,A
18885,13885,Content,93.95,%,A
18886,13886,Content,98.21,%,A
18887,13887,Potency,91.3,%,A
18888,13888,Potency,95.03,%,A
18889,13889,Potency,91.67,%,A
18890,13890,Potency,94.81,%,A
18891,13891,Potency,91.98,%,A
18892,13892,Potency,90.25,%,A
18893,13893,Potency,92.59,%,A
18894,13894,Content,98.96,%,A
18895,13895,Content,97.31,%,A
18896,13896,Potency,93.45,%,A
18897,13897,Content,99.87,%,A
18898,13898,Content,95.42,%,A
18899,13899,Potency,95.49,%,A
18900,13900,Potency,97.45,%,A
18901,13901,Potency,93.04,%,A
18902,13902,Potency,94.12,%,A
18903,13903,Potency,92.58,%,A
18904,13904,Content,99.89,%,A
18905,13905,Content,97.29,%,A
18906,13906,Potency,95.19,%,A
18907,13907,Content,94.22,%,A
18908,13908,Potency,92.81,%,A
18909,13909,Content,91.66,%,A
18910,13910,Content,90.98,%,A
18911,13911,Content,94.0,%,A
18912,13912,Potency,94.2,%,A
18913,13913,Content,92.44,%,A
18914,13914,Content,96.37,%,A
18915,13915,Potency,95.69,%,A
18916,13916,Content,95.43,%,A
18917,13917,Potency,90.14,%,A
18918,13918,Potency,94.88,%,A
18919,13919,Content,97.95,%,A
18920,13920,Content,95.77,%,A
18921,13921,Potency,92.56,%,A
18922,13922,Potency,90.72,%,A
18923,13923,Potency,95.74,%,A
18924,13924,Content,92.58,%,A
18925,13925,Potency,97.24,%,A
18926,13926,Content,92.73,%,A
18927,13927,Potency,90.02,%,A
18928,13928,Content,91.24,%,A
18929,13929,Potency,96.55,%,A
18930,13930,Content,93.54,%,A
18931,13931,Potency,92.23,%,A
18932,13932,Potency,99.39,%,A
18933,13933,Content,95.46,%,A
18934,13934,Potency,91.82,%,A
18935,13935,Potency,99.98,%,A
18936,13936,Content,96.36,%,A
18937,13937,Potency,97.59,%,A
18938,13938,Potency,92.02,%,A
18939,13939,Content,94.97,%,A
18940,13940,Potency,99.62,%,A
18941,13941,Content,97.48,%,A
18942,13942,Potency,96.34,%,A
18943,13943,Content,94.36,%,A
18944,13944,Potency,97.1,%,A
18945,13945,Potency,93.26,%,A
18946,13946,Content,97.45,%,A
18947,13947,Potency,92.41,%,A
18948,13948,Potency,97.58,%,A
18949,13949,Content,90.56,%,A
18950,13950,Content,92.98,%,A
18951,13951,Potency,96.7,%,A
18952,13952,Content,98.26,%,A
18953,13953,Content,99.84,%,A
18954,13954,Potency,91.76,%,A
18955,13955,Content,91.61,%,A
18956,13956,Potency,96.52,%,A
18957,13957,Potency,98.81,%,A
18958,13958,Potency,90.71,%,A
18959,13959,Potency,93.22,%,A
18960,13960,Potency,95.09,%,A
18961,13961,Potency,92.84,%,A
18962,13962,Content,95.76,%,A
18963,13963,Potency,96.39,%,A
18964,13964,Content,96.91,%,A
18965,13965,Content,96.01,%,A
18966,13966,Content,92.34,%,A
18967,13967,Content,97.59,%,A
18968,13968,Content,99.16,%,A
18969,13969,Potency,91.92,%,A
18970,13970,Potency,95.32,%,A
18971,13971,Potency,93.29,%,A
18972,13972,Content,93.94,%,A
18973,13973,Potency,98.18,%,A
18974,13974,Content,96.4,%,A
18975,13975,Potency,91.4,%,A
18976,13976,Potency,96.95,%,A
18977,13977,Content,91.81,%,A
18978,13978,Content,99.5,%,A
18979,13979,Content,96.96,%,A
18980,13980,Potency,99.83,%,A
18981,13981,Potency,92.32,%,A
18982,13982,Content,93.19,%,A
18983,13983,Content,92.64,%,A
18984,13984,Content,94.38,%,A
18985,13985,Potency,97.59,%,A
18986,13986,Content,94.91,%,A
18987,13987,Potency,97.78,%,A
18988,13988,Potency,90.7,%,A
18989,13989,Potency,94.53,%,A
18990,13990,Potency,94.09,%,A
18991,13991,Content,99.13,%,A
18992,13992,Potency,93.28,%,A
18993,13993,Content,98.38,%,A
18994,13994,Potency,90.31,%,A
18995,13995,Potency,92.65,%,A
18996,13996,Potency,96.47,%,A
18997,13997,Potency,94.29,%,A
18998,13998,Potency,95.87,%,A
18999,13999,Content,97.3,%,A
19000,14000,Potency,90.01,%,A
19001,14001,Content,99.06,%,A
19002,14002,Potency,92.5,%,A
19003,14003,Content,91.74,%,A
19004,14004,Content,91.03,%,A
19005,14005,Potency,95.05,%,A
19006,14006,Potency,96.27,%,A
19007,14007,Potency,90.26,%,A
19008,14008,Content,95.94,%,A
19009,14009,Content,91.5,%,A
19010,14010,Content,95.83,%,A
19011,14011,Potency,91.35,%,A
19012,14012,Content,98.8,%,A
19013,14013,Potency,92.14,%,A
19014,14014,Content,96.67,%,A
19015,14015,Potency,92.01,%,A
19016,14016,Potency,90.78,%,A
19017,14017,Potency,94.22,%,A
19018,14018,Content,98.81,%,A
19019,14019,Content,94.27,%,A
19020,14020,Potency,94.16,%,A
19021,14021,Content,93.48,%,A
19022,14022,Potency,92.14,%,A
19023,14023,Potency,93.08,%,A
19024,14024,Potency,91.64,%,A
19025,14025,Potency,91.34,%,A
19026,14026,Content,94.72,%,A
19027,14027,Content,90.79,%,A
19028,14028,Content,97.31,%,A
19029,14029,Content,93.37,%,A
19030,14030,Potency,93.29,%,A
19031,14031,Potency,95.21,%,A
19032,14032,Potency,97.35,%,A
19033,14033,Potency,99.93,%,A
19034,14034,Content,98.44,%,A
19035,14035,Content,92.28,%,A
19036,14036,Potency,99.57,%,A
19037,14037,Content,99.22,%,A
19038,14038,Content,92.7,%,A
19039,14039,Content,92.02,%,A
19040,14040,Potency,94.08,%,A
19041,14041,Potency,97.82,%,A
19042,14042,Content,98.84,%,A
19043,14043,Potency,95.81,%,A
19044,14044,Content,98.13,%,A
19045,14045,Content,98.14,%,A
19046,14046,Content,95.96,%,A
19047,14047,Content,90.26,%,A
19048,14048,Potency,97.94,%,A
19049,14049,Potency,96.69,%,A
19050,14050,Potency,90.89,%,A
19051,14051,Potency,99.72,%,A
19052,14052,Content,93.06,%,A
19053,14053,Potency,99.63,%,A
19054,14054,Potency,95.56,%,A
19055,14055,Potency,90.04,%,A
19056,14056,Potency,92.8,%,A
19057,14057,Potency,96.93,%,A
19058,14058,Content,97.21,%,A
19059,14059,Potency,94.76,%,A
19060,14060,Potency,99.68,%,A
19061,14061,Content,90.73,%,A
19062,14062,Content,97.69,%,A
19063,14063,Content,91.13,%,A
19064,14064,Content,97.4,%,A
19065,14065,Potency,96.15,%,A
19066,14066,Potency,99.05,%,A
19067,14067,Potency,92.22,%,A
19068,14068,Content,98.05,%,A
19069,14069,Potency,98.81,%,A
19070,14070,Potency,96.8,%,A
19071,14071,Potency,99.92,%,A
19072,14072,Content,96.77,%,A
19073,14073,Content,94.02,%,A
19074,14074,Potency,92.6,%,A
19075,14075,Content,97.56,%,A
19076,14076,Potency,95.84,%,A
19077,14077,Content,90.11,%,A
19078,14078,Potency,96.32,%,A
19079,14079,Content,97.31,%,A
19080,14080,Content,93.31,%,A
19081,14081,Potency,93.33,%,A
19082,14082,Content,93.45,%,A
19083,14083,Content,98.18,%,A
19084,14084,Potency,96.56,%,A
19085,14085,Potency,99.41,%,A
19086,14086,Content,94.23,%,A
19087,14087,Content,99.4,%,A
19088,14088,Potency,92.08,%,A
19089,14089,Content,95.19,%,A
19090,14090,Potency,91.1,%,A
19091,14091,Content,93.82,%,A
19092,14092,Content,97.14,%,A
19093,14093,Potency,90.8,%,A
19094,14094,Potency,96.32,%,A
19095,14095,Potency,97.74,%,A
19096,14096,Content,96.17,%,A
19097,14097,Potency,90.39,%,A
19098,14098,Content,95.16,%,A
19099,14099,Content,92.25,%,A
19100,14100,Content,90.88,%,A
19101,14101,Potency,96.71,%,A
19102,14102,Potency,95.82,%,A
19103,14103,Potency,99.97,%,A
19104,14104,Potency,97.25,%,A
19105,14105,Content,91.73,%,A
19106,14106,Content,92.28,%,A
19107,14107,Content,91.94,%,A
19108,14108,Potency,91.94,%,A
19109,14109,Content,92.03,%,A
19110,14110,Potency,90.05,%,A
19111,14111,Content,90.04,%,A
19112,14112,Potency,95.35,%,A
19113,14113,Potency,97.98,%,A
19114,14114,Potency,96.96,%,A
19115,14115,Potency,97.62,%,A
19116,14116,Potency,91.47,%,A
19117,14117,Content,94.73,%,A
19118,14118,Content,94.83,%,A
19119,14119,Content,99.39,%,A
19120,14120,Potency,94.09,%,A
19121,14121,Potency,92.49,%,A
19122,14122,Content,93.95,%,A
19123,14123,Potency,95.44,%,A
19124,14124,Potency,92.7,%,A
19125,14125,Content,95.29,%,A
19126,14126,Potency,93.61,%,A
19127,14127,Content,93.75,%,A
19128,14128,Potency,97.27,%,A
19129,14129,Content,95.05,%,A
19130,14130,Content,97.87,%,A
19131,14131,Content,99.21,%,A
19132,14132,Potency,97.27,%,A
19133,14133,Content,90.6,%,A
19134,14134,Content,93.33,%,A
19135,14135,Potency,95.08,%,A
19136,14136,Content,99.99,%,A
19137,14137,Content,95.42,%,A
19138,14138,Potency,90.47,%,A
19139,14139,Potency,90.98,%,A
19140,14140,Potency,96.1,%,A
19141,14141,Potency,95.02,%,A
19142,14142,Content,94.37,%,A
19143,14143,Content,91.49,%,A
19144,14144,Content,94.73,%,A
19145,14145,Potency,91.12,%,A
19146,14146,Content,91.11,%,A
19147,14147,Content,96.85,%,A
19148,14148,Content,97.52,%,A
19149,14149,Potency,91.1,%,A
19150,14150,Potency,92.09,%,A
19151,14151,Potency,91.8,%,A
19152,14152,Potency,94.65,%,A
19153,14153,Content,93.05,%,A
19154,14154,Content,97.48,%,A
19155,14155,Potency,98.21,%,A
19156,14156,Potency,94.71,%,A
19157,14157,Potency,98.31,%,A
19158,14158,Potency,92.48,%,A
19159,14159,Potency,91.03,%,A
19160,14160,Potency,92.67,%,A
19161,14161,Potency,90.39,%,A
19162,14162,Potency,93.18,%,A
19163,14163,Content,90.18,%,A
19164,14164,Content,95.84,%,A
19165,14165,Potency,95.98,%,A
19166,14166,Content,90.78,%,A
19167,14167,Content,91.65,%,A
19168,14168,Potency,94.21,%,A
19169,14169,Content,98.97,%,A
19170,14170,Content,98.02,%,A
19171,14171,Potency,91.91,%,A
19172,14172,Content,97.19,%,A
19173,14173,Content,96.27,%,A
19174,14174,Potency,93.04,%,A
19175,14175,Potency,92.45,%,A
19176,14176,Content,99.35,%,A
19177,14177,Content,90.89,%,A
19178,14178,Potency,92.5,%,A
19179,14179,Content,95.22,%,A
19180,14180,Content,99.05,%,A
19181,14181,Potency,97.82,%,A
19182,14182,Content,92.24,%,A
19183,14183,Content,94.32,%,A
19184,14184,Content,91.2,%,A
19185,14185,Potency,92.09,%,A
19186,14186,Potency,93.22,%,A
19187,14187,Content,95.6,%,A
19188,14188,Potency,92.17,%,A
19189,14189,Content,99.93,%,A
19190,14190,Potency,98.25,%,A
19191,14191,Content,93.97,%,A
19192,14192,Potency,95.57,%,A
19193,14193,Content,97.31,%,A
19194,14194,Potency,92.02,%,A
19195,14195,Potency,95.1,%,A
19196,14196,Content,92.71,%,A
19197,14197,Content,90.42,%,A
19198,14198,Content,95.17,%,A
19199,14199,Potency,97.82,%,A
19200,14200,Potency,90.65,%,A
19201,14201,Potency,90.42,%,A
19202,14202,Potency,92.25,%,A
19203,14203,Content,95.49,%,A
19204,14204,Content,92.05,%,A
19205,14205,Content,92.78,%,A
19206,14206,Content,96.02,%,A
19207,14207,Potency,92.08,%,A
19208,14208,Content,96.53,%,A
19209,14209,Potency,94.2,%,A
19210,14210,Content,93.66,%,A
19211,14211,Content,96.89,%,A
19212,14212,Potency,98.32,%,A
19213,14213,Potency,93.15,%,A
19214,14214,Potency,96.02,%,A
19215,14215,Potency,93.2,%,A
19216,14216,Content,97.58,%,A
19217,14217,Content,91.97,%,A
19218,14218,Content,97.26,%,A
19219,14219,Content,96.78,%,A
19220,14220,Potency,95.28,%,A
19221,14221,Content,93.62,%,A
19222,14222,Potency,90.24,%,A
19223,14223,Potency,96.02,%,A
19224,14224,Potency,95.08,%,A
19225,14225,Content,99.02,%,A
19226,14226,Potency,98.37,%,A
19227,14227,Content,99.5,%,A
19228,14228,Content,93.91,%,A
19229,14229,Content,98.94,%,A
19230,14230,Potency,98.26,%,A
19231,14231,Potency,91.5,%,A
19232,14232,Content,92.68,%,A
19233,14233,Potency,96.5,%,A
19234,14234,Potency,99.26,%,A
19235,14235,Potency,91.78,%,A
19236,14236,Potency,94.76,%,A
19237,14237,Content,94.69,%,A
19238,14238,Content,95.45,%,A
19239,14239,Content,92.92,%,A
19240,14240,Potency,94.19,%,A
19241,14241,Content,92.15,%,A
19242,14242,Potency,90.04,%,A
19243,14243,Potency,90.06,%,A
19244,14244,Content,95.31,%,A
19245,14245,Potency,90.51,%,A
19246,14246,Content,95.66,%,A
19247,14247,Potency,98.69,%,A
19248,14248,Content,92.77,%,A
19249,14249,Potency,97.15,%,A
19250,14250,Potency,97.03,%,A
19251,14251,Content,98.35,%,A
19252,14252,Potency,99.37,%,A
19253,14253,Potency,91.55,%,A
19254,14254,Content,92.55,%,A
19255,14255,Content,92.17,%,A
19256,14256,Potency,90.54,%,A
19257,14257,Content,98.58,%,A
19258,14258,Potency,95.68,%,A
19259,14259,Content,98.33,%,A
19260,14260,Content,98.35,%,A
19261,14261,Content,91.05,%,A
19262,14262,Potency,99.16,%,A
19263,14263,Potency,97.83,%,A
19264,14264,Potency,93.36,%,A
19265,14265,Potency,95.93,%,A
19266,14266,Content,90.3,%,A
19267,14267,Potency,96.72,%,A
19268,14268,Potency,94.07,%,A
19269,14269,Potency,97.78,%,A
19270,14270,Potency,99.3,%,A
19271,14271,Potency,96.62,%,A
19272,14272,Content,94.75,%,A
19273,14273,Content,92.49,%,A
19274,14274,Potency,95.07,%,A
19275,14275,Potency,93.02,%,A
19276,14276,Content,96.0,%,A
19277,14277,Content,92.95,%,A
19278,14278,Content,94.27,%,A
19279,14279,Potency,94.4,%,A
19280,14280,Content,96.84,%,A
19281,14281,Content,93.48,%,A
19282,14282,Content,95.28,%,A
19283,14283,Content,96.39,%,A
19284,14284,Potency,98.22,%,A
19285,14285,Content,95.43,%,A
19286,14286,Potency,98.86,%,A
19287,14287,Potency,97.6,%,A
19288,14288,Potency,92.96,%,A
19289,14289,Potency,91.37,%,A
19290,14290,Potency,92.96,%,A
19291,14291,Potency,95.19,%,A
19292,14292,Potency,97.73,%,A
19293,14293,Potency,96.26,%,A
19294,14294,Content,99.02,%,A
19295,14295,Content,95.68,%,A
19296,14296,Potency,95.6,%,A
19297,14297,Potency,99.4,%,A
19298,14298,Potency,95.41,%,A
19299,14299,Content,92.47,%,A
19300,14300,Content,93.01,%,A
19301,14301,Content,95.82,%,A
19302,14302,Potency,97.58,%,A
19303,14303,Potency,96.47,%,A
19304,14304,Potency,96.97,%,A
19305,14305,Content,91.1,%,A
19306,14306,Potency,93.51,%,A
19307,14307,Content,99.39,%,A
19308,14308,Content,95.16,%,A
19309,14309,Potency,96.6,%,A
19310,14310,Content,92.66,%,A
19311,14311,Potency,99.78,%,A
19312,14312,Potency,90.11,%,A
19313,14313,Content,96.13,%,A
19314,14314,Content,99.08,%,A
19315,14315,Potency,97.97,%,A
19316,14316,Potency,97.7,%,A
19317,14317,Potency,97.83,%,A
19318,14318,Potency,92.97,%,A
19319,14319,Content,98.12,%,A
19320,14320,Potency,96.13,%,A
19321,14321,Content,91.01,%,A
19322,14322,Potency,93.13,%,A
19323,14323,Potency,95.03,%,A
19324,14324,Content,91.29,%,A
19325,14325,Content,91.67,%,A
19326,14326,Content,99.69,%,A
19327,14327,Content,99.45,%,A
19328,14328,Potency,90.8,%,A
19329,14329,Potency,90.23,%,A
19330,14330,Content,98.94,%,A
19331,14331,Potency,99.24,%,A
19332,14332,Content,99.1,%,A
19333,14333,Potency,93.31,%,A
19334,14334,Content,98.58,%,A
19335,14335,Content,97.64,%,A
19336,14336,Potency,92.4,%,A
19337,14337,Content,99.09,%,A
19338,14338,Content,98.6,%,A
19339,14339,Potency,90.68,%,A
19340,14340,Potency,95.35,%,A
19341,14341,Content,97.47,%,A
19342,14342,Content,96.25,%,A
19343,14343,Potency,92.28,%,A
19344,14344,Potency,94.74,%,A
19345,14345,Potency,93.51,%,A
19346,14346,Potency,93.31,%,A
19347,14347,Potency,91.8,%,A
19348,14348,Potency,90.23,%,A
19349,14349,Content,98.74,%,A
19350,14350,Content,95.23,%,A
19351,14351,Content,95.43,%,A
19352,14352,Potency,91.75,%,A
19353,14353,Potency,99.59,%,A
19354,14354,Content,98.43,%,A
19355,14355,Content,90.21,%,A
19356,14356,Potency,91.84,%,A
19357,14357,Content,96.78,%,A
19358,14358,Content,90.09,%,A
19359,14359,Content,99.22,%,A
19360,14360,Potency,90.04,%,A
19361,14361,Potency,91.5,%,A
19362,14362,Potency,95.0,%,A
19363,14363,Potency,99.86,%,A
19364,14364,Content,99.16,%,A
19365,14365,Potency,98.46,%,A
19366,14366,Potency,95.14,%,A
19367,14367,Potency,98.44,%,A
19368,14368,Potency,95.29,%,A
19369,14369,Content,94.47,%,A
19370,14370,Content,95.03,%,A
19371,14371,Potency,96.3,%,A
19372,14372,Content,98.56,%,A
19373,14373,Potency,98.84,%,A
19374,14374,Potency,97.72,%,A
19375,14375,Content,99.01,%,A
19376,14376,Potency,97.79,%,A
19377,14377,Potency,94.91,%,A
19378,14378,Content,90.47,%,A
19379,14379,Content,97.82,%,A
19380,14380,Potency,98.12,%,A
19381,14381,Potency,93.7,%,A
19382,14382,Content,93.42,%,A
19383,14383,Content,91.58,%,A
19384,14384,Potency,97.42,%,A
19385,14385,Content,92.05,%,A
19386,14386,Content,93.04,%,A
19387,14387,Content,90.53,%,A
19388,14388,Content,95.77,%,A
19389,14389,Potency,92.53,%,A
19390,14390,Content,95.87,%,A
19391,14391,Potency,91.34,%,A
19392,14392,Potency,96.2,%,A
19393,14393,Content,98.81,%,A
19394,14394,Content,95.63,%,A
19395,14395,Potency,94.87,%,A
19396,14396,Content,97.03,%,A
19397,14397,Content,98.53,%,A
19398,14398,Content,94.92,%,A
19399,14399,Potency,98.81,%,A
19400,14400,Content,95.06,%,A
19401,14401,Content,92.92,%,A
19402,14402,Content,92.89,%,A
19403,14403,Potency,97.38,%,A
19404,14404,Potency,91.45,%,A
19405,14405,Content,96.4,%,A
19406,14406,Content,92.04,%,A
19407,14407,Potency,91.44,%,A
19408,14408,Potency,95.19,%,A
19409,14409,Potency,99.89,%,A
19410,14410,Potency,91.28,%,A
19411,14411,Potency,91.62,%,A
19412,14412,Content,93.65,%,A
19413,14413,Content,90.22,%,A
19414,14414,Potency,92.83,%,A
19415,14415,Potency,99.01,%,A
19416,14416,Content,96.69,%,A
19417,14417,Content,95.08,%,A
19418,14418,Potency,90.32,%,A
19419,14419,Potency,90.57,%,A
19420,14420,Content,97.87,%,A
19421,14421,Content,92.63,%,A
19422,14422,Potency,97.03,%,A
19423,14423,Content,96.48,%,A
19424,14424,Content,96.02,%,A
19425,14425,Content,99.03,%,A
19426,14426,Potency,91.93,%,A
19427,14427,Potency,96.9,%,A
19428,14428,Potency,95.98,%,A
19429,14429,Content,96.09,%,A
19430,14430,Potency,97.77,%,A
19431,14431,Potency,92.8,%,A
19432,14432,Content,91.47,%,A
19433,14433,Potency,94.84,%,A
19434,14434,Content,93.49,%,A
19435,14435,Content,91.69,%,A
19436,14436,Content,94.72,%,A
19437,14437,Content,92.93,%,A
19438,14438,Potency,94.71,%,A
19439,14439,Content,91.0,%,A
19440,14440,Content,93.87,%,A
19441,14441,Potency,99.59,%,A
19442,14442,Potency,92.7,%,A
19443,14443,Potency,99.46,%,A
19444,14444,Potency,99.42,%,A
19445,14445,Potency,95.46,%,A
19446,14446,Content,92.34,%,A
19447,14447,Content,92.05,%,A
19448,14448,Potency,97.91,%,A
19449,14449,Content,93.04,%,A
19450,14450,Content,91.94,%,A
19451,14451,Content,90.28,%,A
19452,14452,Content,93.44,%,A
19453,14453,Potency,90.29,%,A
19454,14454,Potency,92.3,%,A
19455,14455,Content,92.81,%,A
19456,14456,Content,90.82,%,A
19457,14457,Potency,97.45,%,A
19458,14458,Content,96.41,%,A
19459,14459,Content,95.22,%,A
19460,14460,Content,97.56,%,A
19461,14461,Content,91.66,%,A
19462,14462,Potency,96.65,%,A
19463,14463,Content,99.05,%,A
19464,14464,Potency,95.38,%,A
19465,14465,Content,95.72,%,A
19466,14466,Content,92.1,%,A
19467,14467,Potency,98.71,%,A
19468,14468,Content,98.53,%,A
19469,14469,Potency,91.24,%,A
19470,14470,Potency,92.58,%,A
19471,14471,Potency,97.12,%,A
19472,14472,Potency,99.34,%,A
19473,14473,Content,92.19,%,A
19474,14474,Potency,93.18,%,A
19475,14475,Potency,97.28,%,A
19476,14476,Potency,95.16,%,A
19477,14477,Potency,90.6,%,A
19478,14478,Potency,91.83,%,A
19479,14479,Content,92.02,%,A
19480,14480,Potency,91.58,%,A
19481,14481,Potency,99.56,%,A
19482,14482,Content,96.36,%,A
19483,14483,Potency,95.59,%,A
19484,14484,Potency,97.59,%,A
19485,14485,Potency,94.76,%,A
19486,14486,Potency,93.03,%,A
19487,14487,Content,95.32,%,A
19488,14488,Potency,90.46,%,A
19489,14489,Content,90.59,%,A
19490,14490,Potency,98.41,%,A
19491,14491,Potency,93.69,%,A
19492,14492,Content,90.12,%,A
19493,14493,Content,90.07,%,A
19494,14494,Content,96.68,%,A
19495,14495,Potency,90.95,%,A
19496,14496,Potency,99.69,%,A
19497,14497,Potency,92.23,%,A
19498,14498,Potency,91.83,%,A
19499,14499,Content,96.63,%,A
19500,14500,Potency,90.69,%,A
19501,14501,Potency,93.95,%,A
19502,14502,Potency,92.5,%,A
19503,14503,Potency,94.27,%,A
19504,14504,Content,92.95,%,A
19505,14505,Potency,91.84,%,A
19506,14506,Content,97.9,%,A
19507,14507,Content,94.98,%,A
19508,14508,Content,90.85,%,A
19509,14509,Potency,93.83,%,A
19510,14510,Potency,95.06,%,A
19511,14511,Potency,96.36,%,A
19512,14512,Potency,93.99,%,A
19513,14513,Potency,90.09,%,A
19514,14514,Content,95.81,%,A
19515,14515,Content,98.18,%,A
19516,14516,Content,98.17,%,A
19517,14517,Potency,93.43,%,A
19518,14518,Potency,93.17,%,A
19519,14519,Content,95.73,%,A
19520,14520,Content,96.59,%,A
19521,14521,Content,92.36,%,A
19522,14522,Content,98.04,%,A
19523,14523,Content,94.48,%,A
19524,14524,Potency,90.64,%,A
19525,14525,Potency,96.43,%,A
19526,14526,Potency,91.79,%,A
19527,14527,Potency,96.84,%,A
19528,14528,Potency,98.66,%,A
19529,14529,Potency,96.77,%,A
19530,14530,Potency,98.72,%,A
19531,14531,Potency,90.19,%,A
19532,14532,Content,92.35,%,A
19533,14533,Potency,94.3,%,A
19534,14534,Content,92.51,%,A
19535,14535,Potency,98.35,%,A
19536,14536,Potency,96.32,%,A
19537,14537,Content,94.45,%,A
19538,14538,Potency,93.72,%,A
19539,14539,Potency,99.77,%,A
19540,14540,Content,98.71,%,A
19541,14541,Content,96.82,%,A
19542,14542,Potency,91.15,%,A
19543,14543,Content,97.14,%,A
19544,14544,Content,98.79,%,A
19545,14545,Content,94.9,%,A
19546,14546,Content,99.27,%,A
19547,14547,Potency,99.2,%,A
19548,14548,Potency,96.05,%,A
19549,14549,Potency,93.77,%,A
19550,14550,Content,99.67,%,A
19551,14551,Potency,94.63,%,A
19552,14552,Potency,90.06,%,A
19553,14553,Potency,96.83,%,A
19554,14554,Content,93.29,%,A
19555,14555,Potency,90.71,%,A
19556,14556,Content,92.07,%,A
19557,14557,Potency,95.66,%,A
19558,14558,Content,90.77,%,A
19559,14559,Potency,95.09,%,A
19560,14560,Content,96.32,%,A
19561,14561,Content,96.05,%,A
19562,14562,Content,93.24,%,A
19563,14563,Potency,93.95,%,A
19564,14564,Potency,90.59,%,A
19565,14565,Potency,95.08,%,A
19566,14566,Content,94.22,%,A
19567,14567,Content,98.2,%,A
19568,14568,Content,94.09,%,A
19569,14569,Potency,96.26,%,A
19570,14570,Content,97.67,%,A
19571,14571,Content,90.48,%,A
19572,14572,Content,96.62,%,A
19573,14573,Potency,93.75,%,A
19574,14574,Content,92.02,%,A
19575,14575,Content,90.22,%,A
19576,14576,Potency,99.42,%,A
19577,14577,Content,98.16,%,A
19578,14578,Potency,98.57,%,A
19579,14579,Content,99.31,%,A
19580,14580,Content,90.84,%,A
19581,14581,Content,92.37,%,A
19582,14582,Content,98.52,%,A
19583,14583,Potency,97.64,%,A
19584,14584,Potency,95.92,%,A
19585,14585,Potency,98.68,%,A
19586,14586,Content,96.02,%,A
19587,14587,Content,99.27,%,A
19588,14588,Content,95.23,%,A
19589,14589,Content,95.49,%,A
19590,14590,Content,94.15,%,A
19591,14591,Potency,95.38,%,A
19592,14592,Potency,99.83,%,A
19593,14593,Content,95.49,%,A
19594,14594,Potency,91.7,%,A
19595,14595,Potency,96.63,%,A
19596,14596,Potency,99.84,%,A
19597,14597,Content,93.51,%,A
19598,14598,Content,95.42,%,A
19599,14599,Potency,91.73,%,A
19600,14600,Content,99.65,%,A
19601,14601,Potency,91.24,%,A
19602,14602,Content,95.37,%,A
19603,14603,Content,96.16,%,A
